Prediction,Category,Category Name,Sensitivity,Specificity,Categorical agreement,ME,VME,N,Resistant
R,ST,ST2440,-,100,100,0,-,1,0
R,ST,ST2441,-,100,100,0,-,13,0
R,ST,ST2442,-,100,100,0,-,1,0
R,ST,ST2444,-,100,100,0,-,1,0
R,ST,ST2445,-,100,100,0,-,4,0
R,ST,ST2447,-,100,100,0,-,2,0
R,ST,ST2448,-,100,100,0,-,1,0
R,ST,ST245,-,100,100,0,-,2,0
R,ST,ST2451,-,100,100,0,-,1,0
R,ST,ST2453,-,100,100,0,-,2,0
R,ST,ST2456,-,100,100,0,-,1,0
R,ST,ST2456-1LV,-,100,100,0,-,1,0
R,ST,ST2456-2LV,-,100,100,0,-,1,0
R,ST,ST2457-2LV,-,100,100,0,-,1,0
R,ST,ST2458,-,0,0,100,-,1,0
R,ST,ST2459,100,100,100,0,0,11,18.181818181818183
R,ST,ST2462,-,100,100,0,-,1,0
R,ST,ST2462-2LV,-,100,100,0,-,1,0
R,ST,ST2463,-,100,100,0,-,1,0
R,ST,ST2464,-,100,100,0,-,1,0
R,ST,ST2465,-,100,100,0,-,1,0
R,ST,ST2466,-,100,100,0,-,1,0
R,ST,ST2467,-,100,100,0,-,2,0
R,ST,ST2468,-,100,100,0,-,1,0
R,ST,ST2468-1LV,-,100,100,0,-,5,0
R,ST,ST2469,-,100,100,0,-,1,0
R,ST,ST247,-,100,100,0,-,4,0
R,ST,ST2470,-,100,100,0,-,1,0
R,ST,ST2471,-,100,100,0,-,1,0
R,ST,ST2472,-,100,100,0,-,1,0
R,ST,ST2473,-,100,100,0,-,3,0
R,ST,ST2474,-,100,100,0,-,1,0
R,ST,ST2475,-,100,100,0,-,2,0
R,ST,ST2476,-,100,100,0,-,1,0
R,ST,ST2477,-,100,100,0,-,2,0
R,ST,ST2478,-,100,100,0,-,2,0
R,ST,ST2479,-,100,100,0,-,1,0
R,ST,ST2479-1LV,-,100,100,0,-,1,0
R,ST,ST2480,-,100,100,0,-,1,0
R,ST,ST2480-2LV,0,100,0,0,100,1,100
R,ST,ST2481,-,100,100,0,-,1,0
R,ST,ST2482,-,100,100,0,-,2,0
R,ST,ST2483,-,100,100,0,-,1,0
R,ST,ST2484,-,100,100,0,-,2,0
R,ST,ST2485,-,100,100,0,-,1,0
R,ST,ST2486,-,100,100,0,-,1,0
R,ST,ST2487,-,100,100,0,-,1,0
R,ST,ST2488,-,100,100,0,-,1,0
R,ST,ST2489,-,100,100,0,-,1,0
R,ST,ST2490,-,100,100,0,-,2,0
R,ST,ST2491,-,100,100,0,-,1,0
R,ST,ST2493,0,100,50,0,100,2,50
R,ST,ST2497,100,0,100,100,0,5,100
R,ST,ST25,97.05882352941177,95.23809523809523,95.87628865979381,4.761904761904762,2.941176470588235,97,35.051546391752574
R,ST,ST250,50,100,87.5,0,50,8,25
R,ST,ST250-1LV,100,100,100,0,0,2,50
R,ST,ST2503,-,100,100,0,-,1,0
R,ST,ST2504,-,100,100,0,-,1,0
R,ST,ST2505,-,100,100,0,-,2,0
R,ST,ST2506,-,100,100,0,-,1,0
R,ST,ST2507,-,100,100,0,-,2,0
R,ST,ST2508,-,100,100,0,-,1,0
R,ST,ST251,75,100,80,0,25,5,80
R,ST,ST2510,-,100,100,0,-,1,0
R,ST,ST2513,-,100,100,0,-,3,0
R,ST,ST252,100,100,100,0,0,28,42.857142857142854
R,ST,ST2524,-,100,100,0,-,1,0
R,ST,ST2525,-,100,100,0,-,1,0
R,ST,ST253,100,96.42857142857143,96.7741935483871,3.571428571428571,0,31,9.67741935483871
R,ST,ST253-1LV,-,100,100,0,-,1,0
R,ST,ST2534,100,0,100,100,0,1,100
R,ST,ST2551,0,100,66.66666666666666,0,100,3,33.33333333333333
R,ST,ST2552,-,100,100,0,-,4,0
R,ST,ST2553,-,100,100,0,-,1,0
R,ST,ST2554-1LV,-,100,100,0,-,1,0
R,ST,ST2555,-,100,100,0,-,2,0
R,ST,ST2556,-,100,100,0,-,1,0
R,ST,ST2557,-,100,100,0,-,1,0
R,ST,ST2558,100,100,100,0,0,2,50
R,ST,ST2559,-,100,100,0,-,1,0
R,ST,ST256,-,100,100,0,-,10,0
R,ST,ST2561,-,100,100,0,-,1,0
R,ST,ST2562,-,100,100,0,-,1,0
R,ST,ST2570,100,100,100,0,0,2,50
R,ST,ST258,100,0,99.45945945945947,100,0,555,99.45945945945947
R,ST,ST258-1LV,100,0,100,100,0,2,100
R,ST,ST2581,-,100,100,0,-,2,0
R,ST,ST2582,-,100,100,0,-,1,0
R,ST,ST2586,-,100,100,0,-,1,0
R,ST,ST2586-1LV,-,100,100,0,-,1,0
R,ST,ST2592,-,100,100,0,-,1,0
R,ST,ST2593,100,0,100,100,0,1,100
R,ST,ST2594,-,100,100,0,-,4,0
R,ST,ST2594-1LV,-,100,100,0,-,1,0
R,ST,ST2595,-,100,100,0,-,1,0
R,ST,ST2596,-,100,100,0,-,2,0
R,ST,ST2597,-,100,100,0,-,1,0
R,ST,ST2598-1LV,-,100,100,0,-,1,0
R,ST,ST2599,100,100,100,0,0,9,22.22222222222222
R,ST,ST26,100,100,100,0,0,37,8.108108108108109
R,ST,ST26-1LV,100,100,100,0,0,3,33.33333333333333
R,ST,ST26-2LV,-,100,100,0,-,1,0
R,ST,ST2600,-,100,100,0,-,1,0
R,ST,ST2601,-,100,100,0,-,1,0
R,ST,ST2602,-,100,100,0,-,1,0
R,ST,ST2604,-,100,100,0,-,1,0
R,ST,ST2605,-,100,100,0,-,1,0
R,ST,ST2606,-,100,100,0,-,2,0
R,ST,ST2607,-,100,100,0,-,1,0
R,ST,ST2608,-,100,100,0,-,1,0
R,ST,ST2609,-,100,100,0,-,4,0
R,ST,ST261,100,0,66.66666666666666,100,0,3,66.66666666666666
R,ST,ST2610,-,100,100,0,-,1,0
R,ST,ST2611,-,100,100,0,-,1,0
R,ST,ST2612,-,100,100,0,-,1,0
R,ST,ST2616,-,100,100,0,-,1,0
R,ST,ST262,-,100,100,0,-,1,0
R,ST,ST2623,0,100,0,0,100,1,100
R,ST,ST2630,-,100,100,0,-,1,0
R,ST,ST2632,-,100,100,0,-,3,0
R,ST,ST2634,-,100,100,0,-,5,0
R,ST,ST2644,100,0,100,100,0,1,100
R,ST,ST2650,-,100,100,0,-,1,0
R,ST,ST2650-3LV,-,100,100,0,-,1,0
R,ST,ST2654,100,0,100,100,0,2,100
R,ST,ST2657,-,100,100,0,-,1,0
R,ST,ST2660-2LV,-,100,100,0,-,1,0
R,ST,ST2661,100,0,100,100,0,2,100
R,ST,ST2663,-,100,100,0,-,1,0
R,ST,ST2665,-,100,100,0,-,1,0
R,ST,ST2672,-,100,100,0,-,5,0
R,ST,ST2673,-,66.66666666666666,66.66666666666666,33.33333333333333,-,3,0
R,ST,ST2675,100,0,100,100,0,2,100
R,ST,ST2675-2LV,-,100,100,0,-,1,0
R,ST,ST2675-3LV,-,100,100,0,-,1,0
R,ST,ST2676,100,0,100,100,0,2,100
R,ST,ST2677,100,0,100,100,0,1,100
R,ST,ST268,60,94.44444444444444,86.95652173913044,5.555555555555555,40,23,21.73913043478261
R,ST,ST268-1LV,-,100,100,0,-,1,0
R,ST,ST2680,-,100,100,0,-,1,0
R,ST,ST2691,-,100,100,0,-,1,0
R,ST,ST2695,-,100,100,0,-,1,0
R,ST,ST27,100,100,100,0,0,20,20
R,ST,ST2701,-,100,100,0,-,2,0
R,ST,ST2702,-,0,0,100,-,1,0
R,ST,ST2703,100,100,100,0,0,33,3.0303030303030303
R,ST,ST2715,-,100,100,0,-,3,0
R,ST,ST2717,-,100,100,0,-,1,0
R,ST,ST272-2LV,100,0,100,100,0,2,100
R,ST,ST2724,-,100,100,0,-,2,0
R,ST,ST2724-1LV,-,100,100,0,-,1,0
R,ST,ST273,100,0,100,100,0,42,100
R,ST,ST2749-2LV,-,100,100,0,-,1,0
R,ST,ST277,-,100,100,0,-,9,0
R,ST,ST277-1LV,-,100,100,0,-,1,0
R,ST,ST278,100,100,100,0,0,7,42.857142857142854
R,ST,ST2782,-,100,100,0,-,1,0
R,ST,ST2787,-,100,100,0,-,3,0
R,ST,ST2787-1LV,-,100,100,0,-,1,0
R,ST,ST279,-,100,100,0,-,5,0
R,ST,ST2791,-,100,100,0,-,9,0
R,ST,ST2793,100,100,100,0,0,2,50
R,ST,ST280,95.45454545454545,75,92.3076923076923,25,4.545454545454546,52,84.61538461538461
R,ST,ST2800,-,100,100,0,-,1,0
R,ST,ST2805,-,100,100,0,-,2,0
R,ST,ST2806,-,100,100,0,-,2,0
R,ST,ST281,-,66.66666666666666,66.66666666666666,33.33333333333333,-,3,0
R,ST,ST2817,0,100,0,0,100,1,100
R,ST,ST2819,-,100,100,0,-,2,0
R,ST,ST2823,-,100,100,0,-,1,0
R,ST,ST2824,-,100,100,0,-,1,0
R,ST,ST2827-2LV,-,100,100,0,-,1,0
R,ST,ST283,100,100,100,0,0,11,90.9090909090909
R,ST,ST2833,100,0,100,100,0,1,100
R,ST,ST285,-,100,100,0,-,1,0
R,ST,ST285-1LV,-,100,100,0,-,1,0
R,ST,ST2850,100,100,100,0,0,2,50
R,ST,ST2855-4LV,-,100,100,0,-,1,0
R,ST,ST2856,100,100,100,0,0,20,75
R,ST,ST286-1LV,-,100,100,0,-,1,0
R,ST,ST2876-1LV,0,100,0,0,100,1,100
R,ST,ST289,-,100,100,0,-,2,0
R,ST,ST289-2LV,-,100,100,0,-,2,0
R,ST,ST29,97.14285714285714,92.3076923076923,94,7.6923076923076925,2.857142857142857,100,35
R,ST,ST29-1LV,100,100,100,0,0,2,50
R,ST,ST290,-,100,100,0,-,16,0
R,ST,ST2913-1LV,-,100,100,0,-,1,0
R,ST,ST292,100,100,100,0,0,9,11.11111111111111
R,ST,ST2931,-,100,100,0,-,4,0
R,ST,ST2938,0,100,75,0,100,4,25
R,ST,ST294,100,100,100,0,0,11,27.27272727272727
R,ST,ST2944,-,100,100,0,-,1,0
R,ST,ST2946,-,100,100,0,-,1,0
R,ST,ST2947,100,0,100,100,0,3,100
R,ST,ST2949,100,100,100,0,0,2,50
R,ST,ST295,50,100,75,0,50,4,50
R,ST,ST295-1LV,100,0,100,100,0,1,100
R,ST,ST2950,100,100,100,0,0,4,25
R,ST,ST2952,-,100,100,0,-,1,0
R,ST,ST2953,-,100,100,0,-,1,0
R,ST,ST2954,-,100,100,0,-,1,0
R,ST,ST297,100,100,100,0,0,4,50
R,ST,ST2975,100,0,100,100,0,15,100
R,ST,ST2980-3LV,-,100,100,0,-,1,0
R,ST,ST2981-3LV,-,100,100,0,-,1,0
R,ST,ST2981-4LV,-,100,100,0,-,1,0
R,ST,ST2986,66.66666666666666,100,75,0,33.33333333333333,4,75
R,ST,ST2988,-,100,100,0,-,1,0
R,ST,ST2989,-,100,100,0,-,3,0
R,ST,ST299,100,100,100,0,0,5,20
R,ST,ST2990,-,100,100,0,-,4,0
R,ST,ST2991,-,100,100,0,-,1,0
R,ST,ST2992,-,100,100,0,-,1,0
R,ST,ST2993,-,100,100,0,-,1,0
R,ST,ST2993-1LV,-,100,100,0,-,1,0
R,ST,ST2994,-,100,100,0,-,3,0
R,ST,ST2995,-,100,100,0,-,1,0
R,ST,ST2996,-,100,100,0,-,1,0
R,ST,ST2997,-,100,100,0,-,1,0
R,ST,ST2998,-,100,100,0,-,1,0
R,ST,ST2999,-,100,100,0,-,1,0
R,ST,ST3,-,100,100,0,-,1,0
R,ST,ST30,-,100,100,0,-,5,0
R,ST,ST300,100,100,100,0,0,3,33.33333333333333
R,ST,ST3008,-,100,100,0,-,1,0
R,ST,ST301,-,100,100,0,-,7,0
R,ST,ST3020,-,100,100,0,-,3,0
R,ST,ST3038,-,0,0,100,-,1,0
R,ST,ST3040,-,100,100,0,-,1,0
R,ST,ST3041,100,100,100,0,0,7,14.285714285714285
R,ST,ST3042,50,100,66.66666666666666,0,50,3,66.66666666666666
R,ST,ST3043,-,100,100,0,-,3,0
R,ST,ST3045,-,100,100,0,-,1,0
R,ST,ST3046,-,100,100,0,-,2,0
R,ST,ST3047,-,100,100,0,-,1,0
R,ST,ST3048,-,100,100,0,-,6,0
R,ST,ST3049,-,100,100,0,-,5,0
R,ST,ST305,100,0,100,100,0,1,100
R,ST,ST3050,100,0,100,100,0,3,100
R,ST,ST3051,-,100,100,0,-,1,0
R,ST,ST3052,-,100,100,0,-,1,0
R,ST,ST3054,-,100,100,0,-,1,0
R,ST,ST3055,-,100,100,0,-,1,0
R,ST,ST3056,-,100,100,0,-,2,0
R,ST,ST3057,-,100,100,0,-,2,0
R,ST,ST3058,-,100,100,0,-,1,0
R,ST,ST3060,-,100,100,0,-,1,0
R,ST,ST3061,-,100,100,0,-,1,0
R,ST,ST3062,-,100,100,0,-,3,0
R,ST,ST3063,-,100,100,0,-,1,0
R,ST,ST3064,-,100,100,0,-,1,0
R,ST,ST3066,-,100,100,0,-,1,0
R,ST,ST3067,-,100,100,0,-,3,0
R,ST,ST3068,-,100,100,0,-,33,0
R,ST,ST3069,-,100,100,0,-,9,0
R,ST,ST307,99.88649262202043,0,99.32279909706546,100,0.11350737797956867,886,99.43566591422122
R,ST,ST307-1LV,100,0,100,100,0,27,100
R,ST,ST3070,-,100,100,0,-,1,0
R,ST,ST3071,-,100,100,0,-,4,0
R,ST,ST3072,-,80,80,20,-,5,0
R,ST,ST3073,-,100,100,0,-,1,0
R,ST,ST3074,-,100,100,0,-,1,0
R,ST,ST3075,-,100,100,0,-,1,0
R,ST,ST3076,-,0,0,100,-,1,0
R,ST,ST3077,-,100,100,0,-,1,0
R,ST,ST3078,-,100,100,0,-,1,0
R,ST,ST3079,-,100,100,0,-,1,0
R,ST,ST3080,-,100,100,0,-,1,0
R,ST,ST3081,-,100,100,0,-,2,0
R,ST,ST3082,-,100,100,0,-,1,0
R,ST,ST3083,-,100,100,0,-,1,0
R,ST,ST3084,-,100,100,0,-,1,0
R,ST,ST3084-1LV,-,100,100,0,-,1,0
R,ST,ST3085,-,100,100,0,-,1,0
R,ST,ST3086,-,100,100,0,-,4,0
R,ST,ST3087,-,100,100,0,-,1,0
R,ST,ST3088,-,100,100,0,-,1,0
R,ST,ST3089,-,100,100,0,-,1,0
R,ST,ST309,100,100,100,0,0,7,14.285714285714285
R,ST,ST3090,-,100,100,0,-,1,0
R,ST,ST3090-1LV,-,100,100,0,-,1,0
R,ST,ST3091,-,100,100,0,-,1,0
R,ST,ST3092,-,100,100,0,-,1,0
R,ST,ST3093,-,100,100,0,-,1,0
R,ST,ST3094,-,100,100,0,-,1,0
R,ST,ST3095,-,100,100,0,-,2,0
R,ST,ST3096,100,0,100,100,0,2,100
R,ST,ST3097-1LV,0,100,50,0,100,2,50
R,ST,ST3098,-,100,100,0,-,2,0
R,ST,ST3099,-,100,100,0,-,1,0
R,ST,ST310,-,100,100,0,-,1,0
R,ST,ST3100,-,100,100,0,-,1,0
R,ST,ST3101,-,100,100,0,-,2,0
R,ST,ST3102,-,100,100,0,-,2,0
R,ST,ST3103,-,100,100,0,-,1,0
R,ST,ST3104,-,100,100,0,-,2,0
R,ST,ST3105,-,100,100,0,-,1,0
R,ST,ST3106,-,100,100,0,-,1,0
R,ST,ST3113,100,0,75,100,0,4,75
R,ST,ST3125,-,100,100,0,-,1,0
R,ST,ST313,100,100,100,0,0,3,66.66666666666666
R,ST,ST3134-1LV,-,100,100,0,-,1,0
R,ST,ST3139,-,100,100,0,-,11,0
R,ST,ST314,-,100,100,0,-,1,0
R,ST,ST3145,-,100,100,0,-,1,0
R,ST,ST3147,-,100,100,0,-,2,0
R,ST,ST315,-,100,100,0,-,1,0
R,ST,ST3150,-,100,100,0,-,1,0
R,ST,ST3153,-,100,100,0,-,1,0
R,ST,ST3155,-,100,100,0,-,3,0
R,ST,ST3157,100,100,100,0,0,4,50
R,ST,ST3159,-,100,100,0,-,1,0
R,ST,ST3160,-,100,100,0,-,1,0
R,ST,ST3161,-,75,75,25,-,4,0
R,ST,ST3164,0,100,66.66666666666666,0,100,3,33.33333333333333
R,ST,ST3169,-,100,100,0,-,2,0
R,ST,ST317,100,0,100,100,0,1,100
R,ST,ST3172,-,83.33333333333334,83.33333333333334,16.666666666666664,-,6,0
R,ST,ST3174,-,100,100,0,-,1,0
R,ST,ST3175,-,100,100,0,-,1,0
R,ST,ST318,-,100,100,0,-,1,0
R,ST,ST318-3LV,-,100,100,0,-,1,0
R,ST,ST3182,-,100,100,0,-,1,0
R,ST,ST3183,-,100,100,0,-,1,0
R,ST,ST3186,-,100,100,0,-,1,0
R,ST,ST3191-2LV,-,100,100,0,-,1,0
R,ST,ST3195,-,100,100,0,-,4,0
R,ST,ST3198,-,100,100,0,-,1,0
R,ST,ST320,-,100,100,0,-,1,0
R,ST,ST3200,-,100,100,0,-,1,0
R,ST,ST3201,-,100,100,0,-,2,0
R,ST,ST3205,-,100,100,0,-,1,0
R,ST,ST3206,100,0,100,100,0,1,100
R,ST,ST321,100,41.66666666666667,50,58.333333333333336,0,28,14.285714285714285
R,ST,ST3212,-,100,100,0,-,5,0
R,ST,ST3213,-,0,0,100,-,1,0
R,ST,ST322,-,100,100,0,-,5,0
R,ST,ST3228,-,100,100,0,-,1,0
R,ST,ST323,91.37931034482759,83.87096774193549,88.76404494382022,16.129032258064516,8.620689655172415,89,65.1685393258427
R,ST,ST3230,-,100,100,0,-,1,0
R,ST,ST3231,-,100,100,0,-,1,0
R,ST,ST3239,-,100,100,0,-,1,0
R,ST,ST3247,-,100,100,0,-,1,0
R,ST,ST3248,100,0,100,100,0,3,100
R,ST,ST3251,-,100,100,0,-,1,0
R,ST,ST3254,-,100,100,0,-,1,0
R,ST,ST327,100,100,100,0,0,9,77.77777777777779
R,ST,ST3272,-,100,100,0,-,1,0
R,ST,ST3274-1LV,-,100,100,0,-,2,0
R,ST,ST3274-2LV,-,100,100,0,-,1,0
R,ST,ST3278,0,100,50,0,100,2,50
R,ST,ST3293,-,100,100,0,-,1,0
R,ST,ST3296,-,100,100,0,-,1,0
R,ST,ST3299,100,0,100,100,0,1,100
R,ST,ST33,-,100,100,0,-,1,0
R,ST,ST3301,-,100,100,0,-,1,0
R,ST,ST3304,-,100,100,0,-,1,0
R,ST,ST3311,-,100,100,0,-,1,0
R,ST,ST3321,100,0,100,100,0,1,100
R,ST,ST3331-1LV,-,100,100,0,-,1,0
R,ST,ST3335,-,100,100,0,-,2,0
R,ST,ST334,80,40.909090909090914,64.91228070175438,59.09090909090909,20,57,61.40350877192983
R,ST,ST3345,-,100,100,0,-,18,0
R,ST,ST3350,0,100,0,0,100,1,100
R,ST,ST3353,-,100,100,0,-,2,0
R,ST,ST336,88.88888888888889,90.9090909090909,89.47368421052632,9.090909090909092,11.11111111111111,38,71.05263157894737
R,ST,ST3367,100,0,100,100,0,1,100
R,ST,ST3369,-,100,100,0,-,3,0
R,ST,ST337,100,100,100,0,0,15,20
R,ST,ST337-1LV,-,100,100,0,-,1,0
R,ST,ST3370,-,100,100,0,-,4,0
R,ST,ST338,-,100,100,0,-,1,0
R,ST,ST338-1LV,-,100,100,0,-,2,0
R,ST,ST338-4LV,-,100,100,0,-,1,0
R,ST,ST3380,-,100,100,0,-,1,0
R,ST,ST3385,-,100,100,0,-,2,0
R,ST,ST3387,-,100,100,0,-,1,0
R,ST,ST3392,100,0,100,100,0,2,100
R,ST,ST3395,-,100,100,0,-,1,0
R,ST,ST3398,-,100,100,0,-,2,0
R,ST,ST34,80,100,96.15384615384616,0,20,26,19.230769230769234
R,ST,ST34-1LV,-,100,100,0,-,1,0
R,ST,ST34-2LV,-,100,100,0,-,1,0
R,ST,ST340,100,0,100,100,0,39,100
R,ST,ST340-1LV,100,0,100,100,0,1,100
R,ST,ST3403,100,100,100,0,0,5,40
R,ST,ST3406-2LV,-,100,100,0,-,1,0
R,ST,ST3415,-,0,0,100,-,1,0
R,ST,ST3419,100,50,66.66666666666666,50,0,3,33.33333333333333
R,ST,ST342,-,100,100,0,-,3,0
R,ST,ST344-1LV,-,100,100,0,-,1,0
R,ST,ST344-2LV,-,100,100,0,-,1,0
R,ST,ST345,100,100,100,0,0,4,25
R,ST,ST3450,-,100,100,0,-,1,0
R,ST,ST347,94.73684210526315,85.71428571428571,93.10344827586206,14.285714285714285,5.263157894736842,116,81.89655172413794
R,ST,ST347-1LV,-,100,100,0,-,4,0
R,ST,ST3477,-,100,100,0,-,2,0
R,ST,ST3477-1LV,-,100,100,0,-,1,0
R,ST,ST348,80,85.18518518518519,82.97872340425532,14.814814814814813,20,47,42.5531914893617
R,ST,ST3480-1LV,-,100,100,0,-,1,0
R,ST,ST3483,100,0,100,100,0,1,100
R,ST,ST35,42.857142857142854,100,95.0920245398773,0,57.14285714285714,163,8.588957055214724
R,ST,ST35-1LV,100,100,100,0,0,2,50
R,ST,ST3506,-,100,100,0,-,2,0
R,ST,ST3507-2LV,-,100,100,0,-,1,0
R,ST,ST3516,-,100,100,0,-,1,0
R,ST,ST3516-1LV,100,0,100,100,0,1,100
R,ST,ST3525,-,100,100,0,-,1,0
R,ST,ST3526,100,100,100,0,0,2,50
R,ST,ST3527,100,0,100,100,0,1,100
R,ST,ST3529,-,100,100,0,-,2,0
R,ST,ST353,100,100,100,0,0,4,25
R,ST,ST3532,-,100,100,0,-,3,0
R,ST,ST3537,-,100,100,0,-,3,0
R,ST,ST3537-1LV,-,100,100,0,-,1,0
R,ST,ST3541,100,100,100,0,0,2,50
R,ST,ST355,-,100,100,0,-,22,0
R,ST,ST355-1LV,-,100,100,0,-,2,0
R,ST,ST355-2LV,-,100,100,0,-,1,0
R,ST,ST355-3LV,-,100,100,0,-,3,0
R,ST,ST356,100,100,100,0,0,2,50
R,ST,ST3565,-,100,100,0,-,1,0
R,ST,ST357,-,100,100,0,-,12,0
R,ST,ST3573,-,100,100,0,-,4,0
R,ST,ST3578,0,100,0,0,100,1,100
R,ST,ST3586,-,100,100,0,-,3,0
R,ST,ST359,100,100,100,0,0,17,47.05882352941176
R,ST,ST36,72.22222222222221,100,93.05555555555556,0,27.77777777777778,72,25
R,ST,ST360,-,100,100,0,-,13,0
R,ST,ST360-2LV,-,100,100,0,-,1,0
R,ST,ST360-3LV,-,100,100,0,-,1,0
R,ST,ST361-1LV,-,100,100,0,-,1,0
R,ST,ST361-2LV,-,0,0,100,-,1,0
R,ST,ST3614,-,100,100,0,-,1,0
R,ST,ST363,-,100,100,0,-,9,0
R,ST,ST363-1LV,-,100,100,0,-,4,0
R,ST,ST363-2LV,-,100,100,0,-,1,0
R,ST,ST3630,100,0,100,100,0,1,100
R,ST,ST3639,-,100,100,0,-,1,0
R,ST,ST3640,-,100,100,0,-,1,0
R,ST,ST3642,-,100,100,0,-,1,0
R,ST,ST3647,-,100,100,0,-,1,0
R,ST,ST3649,-,100,100,0,-,5,0
R,ST,ST365,100,0,100,100,0,1,100
R,ST,ST365-1LV,-,100,100,0,-,1,0
R,ST,ST3655,0,94.73684210526315,85.71428571428571,5.263157894736842,100,21,9.523809523809524
R,ST,ST3656,-,100,100,0,-,2,0
R,ST,ST3658,-,100,100,0,-,1,0
R,ST,ST3659,-,100,100,0,-,5,0
R,ST,ST366,-,100,100,0,-,1,0
R,ST,ST3660,-,100,100,0,-,7,0
R,ST,ST3661,0,100,0,0,100,1,100
R,ST,ST3663,-,100,100,0,-,2,0
R,ST,ST3669,-,100,100,0,-,3,0
R,ST,ST367,-,100,100,0,-,2,0
R,ST,ST3675,-,100,100,0,-,1,0
R,ST,ST368,-,100,100,0,-,1,0
R,ST,ST368-3LV,-,100,100,0,-,1,0
R,ST,ST3688,-,100,100,0,-,1,0
R,ST,ST3689,-,100,100,0,-,1,0
R,ST,ST369,-,100,100,0,-,1,0
R,ST,ST369-1LV,-,100,100,0,-,1,0
R,ST,ST3691,100,100,100,0,0,2,50
R,ST,ST3692,-,100,100,0,-,4,0
R,ST,ST3697,100,0,87.5,100,0,16,87.5
R,ST,ST3698,-,100,100,0,-,1,0
R,ST,ST3699,0,100,33.33333333333333,0,100,3,66.66666666666666
R,ST,ST37,82.1917808219178,98.17073170731707,93.24894514767934,1.8292682926829267,17.80821917808219,237,30.801687763713083
R,ST,ST37-1LV,100,100,100,0,0,3,33.33333333333333
R,ST,ST370,-,100,100,0,-,9,0
R,ST,ST3700,-,100,100,0,-,1,0
R,ST,ST3701,-,100,100,0,-,1,0
R,ST,ST3702,-,100,100,0,-,1,0
R,ST,ST3703,-,100,100,0,-,1,0
R,ST,ST3704,-,100,100,0,-,1,0
R,ST,ST3705,100,100,100,0,0,2,50
R,ST,ST3706,-,100,100,0,-,1,0
R,ST,ST3707,100,0,100,100,0,1,100
R,ST,ST3708,100,0,100,100,0,1,100
R,ST,ST3709,100,0,100,100,0,1,100
R,ST,ST3710,100,0,100,100,0,1,100
R,ST,ST3711,-,100,100,0,-,1,0
R,ST,ST3712,100,0,100,100,0,1,100
R,ST,ST3713,100,0,100,100,0,1,100
R,ST,ST3714,-,100,100,0,-,1,0
R,ST,ST3715,-,100,100,0,-,1,0
R,ST,ST3716,100,0,100,100,0,1,100
R,ST,ST372,100,100,100,0,0,4,75
R,ST,ST375,100,100,100,0,0,6,16.666666666666664
R,ST,ST375-1LV,-,100,100,0,-,1,0
R,ST,ST3767,-,100,100,0,-,1,0
R,ST,ST377,100,0,100,100,0,3,100
R,ST,ST378,100,0,50,100,0,2,50
R,ST,ST38,100,0,92.85714285714286,100,0,14,92.85714285714286
R,ST,ST380,0,100,87.5,0,100,8,12.5
R,ST,ST3801,100,0,100,100,0,1,100
R,ST,ST3805,100,0,100,100,0,7,100
R,ST,ST3806,100,0,100,100,0,2,100
R,ST,ST3807,-,100,100,0,-,1,0
R,ST,ST3811,100,0,100,100,0,2,100
R,ST,ST3815,-,100,100,0,-,1,0
R,ST,ST382,-,100,100,0,-,1,0
R,ST,ST3822,-,100,100,0,-,1,0
R,ST,ST3827,-,100,100,0,-,3,0
R,ST,ST383,100,0,100,100,0,6,100
R,ST,ST3833,-,100,100,0,-,2,0
R,ST,ST384,100,100,100,0,0,4,25
R,ST,ST3849,-,100,100,0,-,1,0
R,ST,ST3858,-,100,100,0,-,1,0
R,ST,ST386,-,100,100,0,-,1,0
R,ST,ST3864,-,100,100,0,-,1,0
R,ST,ST3865,-,100,100,0,-,1,0
R,ST,ST3865-1LV,-,100,100,0,-,2,0
R,ST,ST3865-2LV,-,100,100,0,-,2,0
R,ST,ST3866-1LV,-,100,100,0,-,1,0
R,ST,ST3876,-,100,100,0,-,1,0
R,ST,ST3876-1LV,-,100,100,0,-,1,0
R,ST,ST3878,-,100,100,0,-,1,0
R,ST,ST388,-,100,100,0,-,2,0
R,ST,ST3898,-,100,100,0,-,1,0
R,ST,ST3899,100,100,100,0,0,4,75
R,ST,ST39,95.45454545454545,90.9090909090909,93.18181818181817,9.090909090909092,4.545454545454546,44,50
R,ST,ST39-1LV,-,100,100,0,-,1,0
R,ST,ST391,100,100,100,0,0,13,15.384615384615385
R,ST,ST3919,-,100,100,0,-,1,0
R,ST,ST392,100,0,100,100,0,74,100
R,ST,ST392-1LV,100,0,100,100,0,1,100
R,ST,ST3921,-,100,100,0,-,1,0
R,ST,ST3924,-,85.71428571428571,85.71428571428571,14.285714285714285,-,7,0
R,ST,ST3928-1LV,-,100,100,0,-,1,0
R,ST,ST393,100,0,100,100,0,1,100
R,ST,ST3932-1LV,-,100,100,0,-,1,0
R,ST,ST3937,-,100,100,0,-,4,0
R,ST,ST3938,-,100,100,0,-,2,0
R,ST,ST394,50,100,87.5,0,50,8,25
R,ST,ST394-1LV,100,0,100,100,0,1,100
R,ST,ST3948,-,100,100,0,-,1,0
R,ST,ST395,100,0,96.42857142857143,100,0,84,96.42857142857143
R,ST,ST395-1LV,100,0,100,100,0,1,100
