"id","displayname","latitude","longitude","day","month","year","literaturelink","Secondary sample accession","Alternative sample name 2","Host","Environmental sample","City/region","Collection date","Host status","Run accession","Alternative sample name 1","Study accession","Sample alias","Isolation source","Accession","Host sex","Country","Sample accession","Collected by","Experiment accession"
"62ac3c523090e514bc4be716","03-311-0071","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e537a94be718","04153260899A","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e54c414be717","39282_B01","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e5a20d4be719","AJ055","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e57cfb4be71a","AJ292","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e536214be729","ASM1178442v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e566194be72a","ASM1330524v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e59a974be72b","ASM1372827v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e5140f4be72c","ASM1421741v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e578ed4be72d","ASM1448939v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e5ed874be72e","ASM1527801v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e59b014be72f","ASM1528418v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e56c754be730","ASM1528600v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e533dc4be731","ASM1528672v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e560854be732","ASM1528715v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e51b814be733","ASM1528780v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e575b84be734","ASM1529056v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e5f6574be736","ASM1763894v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e537d04be737","ASM1763908v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e527ee4be738","ASM1832404v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e54c5e4be71b","ASM1956v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e5ce8c4be71f","ASM198951v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e502074be720","ASM198953v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e51abe4be73a","ASM2052560v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e5b54e4be73b","ASM2052562v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e5ca234be73c","ASM2099540v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e5105a4be73d","ASM2122883v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e59d4a4be721","ASM215676v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e522794be73e","ASM2245378v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e54ab04be71c","ASM2546v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e572c74be723","ASM285291v4","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e54bcc4be724","ASM329042v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e555874be726","ASM401489v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e5b5454be71d","ASM81220v2","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e5b77b4be71e","ASM94163v2","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e528db4be727","ASM949771v1","","","","","","","","","","","","","","","","","","","","","","","",""
"62ac3c523090e564a24be728","ASM964897v1","","","","","","","","","","","","","","","","","","","","","","","",""
"5f48c5a2677a55214d246d50","SAMD00055778",43,12,"","",2012,"","DRS040059","","Human","","","","","DRR065624","SAMD00055778","","","","","","Italy","SAMD00055778","",""
"5f48a662677a55d24f246b22","SAMD00055790",24,121,"","",2013,"","DRS040071","","Human","","","","","DRR065636","SAMD00055790","","","","","","Taiwan","SAMD00055790","",""
"5f489cf664435fbfe37459d5","SAMD00092901",24,121,"","",2015,"","DRS050672","","","","","","","DRR101007","SAMD00092901","","","","","","Taiwan","SAMD00092901","",""
"5f47c592f87f39556e91c058","SAMD00092904",35,136,"","",2015,"","DRS050675","","","","","","","DRR101010","SAMD00092904","","","","","","Japan","SAMD00092904","",""
"5f47e9c2677a555091245c77","SAMD00194397",35.6684,139.4278,10,7,2017,"","DRS147236","","","","Tokyo","","","DRR199233","SAMD00194397","","","","","","Japan","SAMD00194397","",""
"5f47f527f87f39ab9591c48e","SAMD00194653",35.6316,139.746,5,2,2019,"","DRS147492","","","","Tokyo","","","DRR199489","SAMD00194653","","","","","","Japan","SAMD00194653","",""
"6483369581b149001231753d","SAMD00195887",35.6812665,139.757653,22,5,2018,"","DRS158176","","","","Tokyo","2018-05-22","","DRR199692","","PRJDB9036","SAMD00195887","","","","Japan","SAMD00195887","","DRX190101"
"5f485299f87f39702291cb49","SAMD00217189",-13.9626,33.7741,"",7,2017,"","DRS139470","","Human","","Lilongwe","","","DRR221027","SAMD00217189","","","","","","Malawi","SAMD00217189","",""
"65c4ec6a5f13bb8206f41d18","SAMD00287315",33.6251241,130.6180016,"","",2017,"","DRS217777","","Human","","Fukuoka","2017","","DRR280989","","PRJDB11378","SAMD00287315","","DRR280989","","Japan","SAMD00287315","","DRX270572"
"65cdd7cd107c34382d8855df","SAMD00287363",33.6251241,130.6180016,"","",2018,"","DRS217825","","Human","","Fukuoka","2018","","DRR281037","","PRJDB11378","SAMD00287363","","DRR281037","","Japan","SAMD00287363","","DRX270620"
"65ca2ff0e03504766719412b","SAMD00287365",33.6251241,130.6180016,"","",2018,"","DRS217827","","Human","","Fukuoka","2018","","DRR281039","","PRJDB11378","SAMD00287365","","DRR281039","","Japan","SAMD00287365","","DRX270622"
"65cdd7cd107c34293c8855e0","SAMD00287366",33.6251241,130.6180016,"","",2018,"","DRS217828","","Human","","Fukuoka","2018","","DRR281040","","PRJDB11378","SAMD00287366","","DRR281040","","Japan","SAMD00287366","","DRX270623"
"65ca2ff0e035048c0f19412c","SAMD00287367",33.6251241,130.6180016,"","",2018,"","DRS217829","","Human","","Fukuoka","2018","","DRR281041","","PRJDB11378","SAMD00287367","","DRR281041","","Japan","SAMD00287367","","DRX270624"
"65ca2ff0e03504225b19412d","SAMD00287373",33.6251241,130.6180016,"","",2018,"","DRS217835","","Human","","Fukuoka","2018","","DRR281047","","PRJDB11378","SAMD00287373","","DRR281047","","Japan","SAMD00287373","","DRX270630"
"644019af8c9ce584aa8c35cf","SAMD00294603","","","","","","","DRS179199","","","False","","","","DRR286065","","PRJDB11476","SAMD00294603","","","","","SAMD00294603","","DRX275522"
"644019af8c9ce532f28c3622","SAMD00320781",34.91639,138.31639,"","","","","DRS237361","","","False","Shizuoka","","","DRR293952","","PRJDB11603","SAMD00320781","","","","Japan","SAMD00320781","","DRX283408"
"644019af8c9ce515a88c33a4","SAMD00397315",35,136,22,2,2018,"","DRS246708","","Human","False","","2018-02-22","","DRR316608","","PRJDB12116","SAMD00397315","","","","Japan","SAMD00397315","","DRX305989"
"644019af8c9ce5d9308c343c","SAMD00397316",35,136,24,10,2016,"","DRS246709","","Human","False","","2016-10-24","","DRR316609","","PRJDB12116","SAMD00397316","","","","Japan","SAMD00397316","","DRX305990"
"644019af8c9ce567968c343d","SAMD00397317",35,136,1,11,2016,"","DRS246710","","Human","False","","2016-11-01","","DRR316610","","PRJDB12116","SAMD00397317","","","","Japan","SAMD00397317","","DRX305991"
"644019af8c9ce5c2868c343b","SAMD00397318",35,136,4,11,2016,"","DRS246711","","Human","False","","2016-11-04","","DRR316611","","PRJDB12116","SAMD00397318","","","","Japan","SAMD00397318","","DRX305992"
"644019af8c9ce5aec88c33a3","SAMD00397319",35,136,16,2,2017,"","DRS246712","","Human","False","","2017-02-16","","DRR316612","","PRJDB12116","SAMD00397319","","","","Japan","SAMD00397319","","DRX305993"
"644019af8c9ce5e64f8c3439","SAMD00397320",35,136,11,5,2017,"","DRS246713","","Human","False","","2017-05-11","","DRR316613","","PRJDB12116","SAMD00397320","","","","Japan","SAMD00397320","","DRX305994"
"644019af8c9ce50dd48c343a","SAMD00397321",35,136,1,6,2017,"","DRS246714","","Human","False","","2017-06-01","","DRR316614","","PRJDB12116","SAMD00397321","","","","Japan","SAMD00397321","","DRX305995"
"644019af8c9ce5505a8c3447","SAMD00397322",35,136,3,6,2017,"","DRS246715","","Human","False","","2017-06-03","","DRR316615","","PRJDB12116","SAMD00397322","","","","Japan","SAMD00397322","","DRX305996"
"644019af8c9ce571108c3445","SAMD00397323",35,136,26,6,2017,"","DRS246716","","Human","False","","2017-06-26","","DRR316616","","PRJDB12116","SAMD00397323","","","","Japan","SAMD00397323","","DRX305997"
"644019af8c9ce5dd658c33a7","SAMD00397324",35,136,6,7,2017,"","DRS246717","","Human","False","","2017-07-06","","DRR316617","","PRJDB12116","SAMD00397324","","","","Japan","SAMD00397324","","DRX305998"
"644019af8c9ce50d4b8c3444","SAMD00397325",35,136,1,1,2016,"","DRS246718","","Human","False","","2016-01-01","","DRR316618","","PRJDB12116","SAMD00397325","","","","Japan","SAMD00397325","","DRX305999"
"644019af8c9ce5121a8c3443","SAMD00397326",35,136,7,1,2016,"","DRS246719","","Human","False","","2016-01-07","","DRR316619","","PRJDB12116","SAMD00397326","","","","Japan","SAMD00397326","","DRX306000"
"644019af8c9ce534e58c33a6","SAMD00397327",35,136,15,1,2016,"","DRS246720","","Human","False","","2016-01-15","","DRR316620","","PRJDB12116","SAMD00397327","","","","Japan","SAMD00397327","","DRX306001"
"644019af8c9ce5c1578c3442","SAMD00397328",35,136,18,1,2016,"","DRS246721","","Human","False","","2016-01-18","","DRR316621","","PRJDB12116","SAMD00397328","","","","Japan","SAMD00397328","","DRX306002"
"644019af8c9ce5eda68c3441","SAMD00397329",35,136,27,1,2016,"","DRS246722","","Human","False","","2016-01-27","","DRR316622","","PRJDB12116","SAMD00397329","","","","Japan","SAMD00397329","","DRX306003"
"644019af8c9ce57e898c3440","SAMD00397330",35,136,28,1,2016,"","DRS246723","","Human","False","","2016-01-28","","DRR316623","","PRJDB12116","SAMD00397330","","","","Japan","SAMD00397330","","DRX306004"
"644019af8c9ce5d3aa8c33a5","SAMD00397331",35,136,22,2,2016,"","DRS246724","","Human","False","","2016-02-22","","DRR316624","","PRJDB12116","SAMD00397331","","","","Japan","SAMD00397331","","DRX306005"
"644019af8c9ce507698c344b","SAMD00397332",35,136,28,3,2016,"","DRS246725","","Human","False","","2016-03-28","","DRR316625","","PRJDB12116","SAMD00397332","","","","Japan","SAMD00397332","","DRX306006"
"644019af8c9ce5ed688c33aa","SAMD00397333",35,136,17,5,2016,"","DRS246726","","Human","False","","2016-05-17","","DRR316626","","PRJDB12116","SAMD00397333","","","","Japan","SAMD00397333","","DRX306007"
"644019af8c9ce524408c344c","SAMD00397334",35,136,20,5,2016,"","DRS246727","","Human","False","","2016-05-20","","DRR316627","","PRJDB12116","SAMD00397334","","","","Japan","SAMD00397334","","DRX306008"
"644019af8c9ce5037b8c344d","SAMD00397335",35,136,31,5,2016,"","DRS246728","","Human","False","","2016-05-31","","DRR316628","","PRJDB12116","SAMD00397335","","","","Japan","SAMD00397335","","DRX306009"
"644019af8c9ce52e2a8c344a","SAMD00397336",35,136,2,6,2016,"","DRS246729","","Human","False","","2016-06-02","","DRR316629","","PRJDB12116","SAMD00397336","","","","Japan","SAMD00397336","","DRX306010"
"644019af8c9ce5315a8c33a9","SAMD00397337",35,136,6,6,2016,"","DRS246730","","Human","False","","2016-06-06","","DRR316630","","PRJDB12116","SAMD00397337","","","","Japan","SAMD00397337","","DRX306011"
"644019af8c9ce59b118c3449","SAMD00397338",35,136,7,6,2016,"","DRS246731","","Human","False","","2016-06-07","","DRR316631","","PRJDB12116","SAMD00397338","","","","Japan","SAMD00397338","","DRX306012"
"644019af8c9ce5325d8c3448","SAMD00397339",35,136,10,6,2016,"","DRS246732","","Human","False","","2016-06-10","","DRR316632","","PRJDB12116","SAMD00397339","","","","Japan","SAMD00397339","","DRX306013"
"644019af8c9ce5bdd68c33a8","SAMD00397340",35,136,16,2,2015,"","DRS246733","","Human","False","","2015-02-16","","DRR316633","","PRJDB12116","SAMD00397340","","","","Japan","SAMD00397340","","DRX306014"
"644019af8c9ce5767c8c3446","SAMD00397341",35,136,10,3,2015,"","DRS246734","","Human","False","","2015-03-10","","DRR316634","","PRJDB12116","SAMD00397341","","","","Japan","SAMD00397341","","DRX306015"
"644019af8c9ce52fbe8c3453","SAMD00397342",35,136,4,4,2015,"","DRS246735","","Human","False","","2015-04-04","","DRR316635","","PRJDB12116","SAMD00397342","","","","Japan","SAMD00397342","","DRX306016"
"644019af8c9ce5c4958c3452","SAMD00397343",35,136,21,4,2015,"","DRS246736","","Human","False","","2015-04-21","","DRR316636","","PRJDB12116","SAMD00397343","","","","Japan","SAMD00397343","","DRX306017"
"644019af8c9ce5edd78c33ae","SAMD00397344",35,136,4,5,2015,"","DRS246737","","Human","False","","2015-05-04","","DRR316637","","PRJDB12116","SAMD00397344","","","","Japan","SAMD00397344","","DRX306018"
"644019af8c9ce584878c33ad","SAMD00397345",35,136,28,6,2015,"","DRS246738","","Human","False","","2015-06-28","","DRR316638","","PRJDB12116","SAMD00397345","","","","Japan","SAMD00397345","","DRX306019"
"644019af8c9ce5d8728c33ac","SAMD00397346",35,136,11,7,2015,"","DRS246739","","Human","False","","2015-07-11","","DRR316639","","PRJDB12116","SAMD00397346","","","","Japan","SAMD00397346","","DRX306020"
"65ca2ff0e03504400e194140","SAMD00399296",34.68639,135.52,"","",2015,"","DRS210685","","Human","","Osaka","2015","","DRR320082","","PRJDB12075","SAMD00399296","","DRR320082","","Japan","SAMD00399296","","DRX309429"
"65ca2ff0e035045c6c194142","SAMD00399313",34.68639,135.52,"","",2017,"","DRS210702","","Human","","Osaka","2017","","DRR320099","","PRJDB12075","SAMD00399313","","DRR320099","","Japan","SAMD00399313","","DRX309446"
"65cdd7cd107c34eab1885600","SAMD00399329",34.68639,135.52,"","",2016,"","DRS210718","","Human","","Osaka","2016","","DRR320115","","PRJDB12075","SAMD00399329","","DRR320115","","Japan","SAMD00399329","","DRX309462"
"65ca2ff0e035041bd3194143","SAMD00399383",34.68639,135.52,"","",2015,"","DRS210772","","Human","","Osaka","2015","","DRR320169","","PRJDB12075","SAMD00399383","","DRR320169","","Japan","SAMD00399383","","DRX309516"
"65cdd7cd107c3418eb885601","SAMD00399384",34.68639,135.52,"","",2015,"","DRS210773","","Human","","Osaka","2015","","DRR320170","","PRJDB12075","SAMD00399384","","DRR320170","","Japan","SAMD00399384","","DRX309517"
"65ca2ff0e03504b9e9194145","SAMD00399397",34.68639,135.52,"","",2015,"","DRS210786","","Human","","Osaka","2015","","DRR320183","","PRJDB12075","SAMD00399397","","DRR320183","","Japan","SAMD00399397","","DRX309530"
"657064147ece94f7bf30901e","SAMD00497658",40.824229,140.740106,20,5,2019,"","DRS297424","","Human","","Aomori","2019-05-20","","DRR386162","","PRJDB10842","SAMD00497658","stool","DRR386162","","Japan","SAMD00497658","AMRRC, NIID","DRX372022"
"657064147ece9412de30901f","SAMD00497820",38.240409,140.363541,12,6,2019,"","DRS297582","","Human","","Yamagata","2019-06-12","","DRR386324","","PRJDB10842","SAMD00497820","catheter insertion site","DRR386324","","Japan","SAMD00497820","AMRRC, NIID","DRX372184"
"657064147ece947cee309020","SAMD00497823",38.240409,140.363541,2,7,2019,"","DRS297585","","Human","","Yamagata","2019-07-02","","DRR386327","","PRJDB10842","SAMD00497823","stool","DRR386327","","Japan","SAMD00497823","AMRRC, NIID","DRX372187"
"6483369681b149001231757f","SAMD00497839",38.240409,140.363541,29,5,2020,"","DRS296943","","Human","","Yamagata","2020-05-29","","DRR386343","","PRJDB10842","SAMD00497839","","","","Japan","SAMD00497839","AMRRC, NIID","DRX372203"
"6483369681b1490012317581","SAMD00497846",38.240409,140.363541,31,8,2020,"","DRS297601","","Human","","Yamagata","2020-08-31","","DRR386350","","PRJDB10842","SAMD00497846","","","","Japan","SAMD00497846","AMRRC, NIID","DRX372210"
"657064147ece94e462309024","SAMD00497898",36.341796,140.446846,14,11,2019,"","DRS297651","","Human","","Ibaraki","2019-11-14","","DRR386402","","PRJDB10842","SAMD00497898","venous blood","DRR386402","","Japan","SAMD00497898","AMRRC, NIID","DRX372262"
"657064147ece94beb9309025","SAMD00498019",36.390642,139.060315,2,5,2020,"","DRS297771","","Human","","Gunma","2020-05-02","","DRR386523","","PRJDB10842","SAMD00498019","sputum","DRR386523","","Japan","SAMD00498019","AMRRC, NIID","DRX372383"
"657064147ece9470f7309026","SAMD00498095",35.857315,139.648722,26,2,2020,"","DRS297845","","Human","","Saitama","2020-02-26","","DRR386599","","PRJDB10842","SAMD00498095","venous blood","DRR386599","","Japan","SAMD00498095","AMRRC, NIID","DRX372459"
"6483369681b1490012317591","SAMD00498379",35.605079,140.123328,9,10,2019,"","DRS298119","","Human","","Chiba","2019-10-09","","DRR386883","","PRJDB10842","SAMD00498379","","","","Japan","SAMD00498379","AMRRC, NIID","DRX372743"
"657064147ece9404d1309028","SAMD00498524",35.689634,139.692101,20,11,2019,"","DRS298251","","Human","","Tokyo","2019-11-20","","DRR387028","","PRJDB10842","SAMD00498524","stool","DRR387028","","Japan","SAMD00498524","AMRRC, NIID","DRX372888"
"657064147ece94a51d309029","SAMD00498781",35.689634,139.692101,27,4,2019,"","DRS298489","","Human","","Tokyo","2019-04-27","","DRR387285","","PRJDB10842","SAMD00498781","urine","DRR387285","","Japan","SAMD00498781","AMRRC, NIID","DRX373145"
"657064147ece94313d30902a","SAMD00498818",35.689634,139.692101,13,4,2020,"","DRS298525","","Human","","Tokyo","2020-04-13","","DRR387322","","PRJDB10842","SAMD00498818","sputum","DRR387322","","Japan","SAMD00498818","AMRRC, NIID","DRX373182"
"657064147ece946e5530902b","SAMD00498872",35.689634,139.692101,22,7,2019,"","DRS298575","","Human","","Tokyo","2019-07-22","","DRR387376","","PRJDB10842","SAMD00498872","urine","DRR387376","","Japan","SAMD00498872","AMRRC, NIID","DRX373236"
"657064147ece94fc9d30902c","SAMD00498876",35.689634,139.692101,9,8,2019,"","DRS298577","","Human","","Tokyo","2019-08-09","","DRR387380","","PRJDB10842","SAMD00498876","urine","DRR387380","","Japan","SAMD00498876","AMRRC, NIID","DRX373240"
"657064147ece948e6a30902d","SAMD00498891",35.689634,139.692101,15,4,2019,"","DRS298591","","Human","","Tokyo","2019-04-15","","DRR387395","","PRJDB10842","SAMD00498891","urine","DRR387395","","Japan","SAMD00498891","AMRRC, NIID","DRX373255"
"657064147ece94439b30902f","SAMD00499052",35.689634,139.692101,26,6,2019,"","DRS298741","","Human","","Tokyo","2019-06-26","","DRR387556","","PRJDB10842","SAMD00499052","stool","DRR387556","","Japan","SAMD00499052","AMRRC, NIID","DRX373416"
"657064147ece942b63309030","SAMD00499412",36.594671,136.625663,24,6,2019,"","DRS297053","","Human","","Ishikawa","2019-06-24","","DRR387916","","PRJDB10842","SAMD00499412","bile","DRR387916","","Japan","SAMD00499412","AMRRC, NIID","DRX373776"
"657064147ece94efcc309031","SAMD00499419",36.594671,136.625663,20,11,2019,"","DRS299067","","Human","","Ishikawa","2019-11-20","","DRR387923","","PRJDB10842","SAMD00499419","others","DRR387923","","Japan","SAMD00499419","AMRRC, NIID","DRX373783"
"657064147ece9423a8309032","SAMD00499475",36.651282,138.180972,1,3,2020,"","DRS299123","","Human","","Nagano","2020-03-01","","DRR387979","","PRJDB10842","SAMD00499475","bile","DRR387979","","Japan","SAMD00499475","AMRRC, NIID","DRX373839"
"657064147ece94732c309033","SAMD00499722",35.180295,136.906712,7,4,2020,"","DRS299363","","Human","","Aichi","2020-04-07","","DRR388226","","PRJDB10842","SAMD00499722","venous blood","DRR388226","","Japan","SAMD00499722","AMRRC, NIID","DRX374086"
"657064147ece9455fd309034","SAMD00499766",35.180295,136.906712,15,6,2020,"","DRS299404","","Human","","Aichi","2020-06-15","","DRR388270","","PRJDB10842","SAMD00499766","drained fluid","DRR388270","","Japan","SAMD00499766","AMRRC, NIID","DRX374130"
"657064147ece949d1d309035","SAMD00500024",35.180295,136.906712,4,4,2019,"","DRS299655","","Human","","Aichi","2019-04-04","","DRR388528","","PRJDB10842","SAMD00500024","nasal cavity","DRR388528","","Japan","SAMD00500024","AMRRC, NIID","DRX374388"
"6483369681b14900123175d9","SAMD00500534",34.686311,135.51971,23,8,2019,"","DRS300151","","Human","","Osaka","2019-08-23","","DRR389038","","PRJDB10842","SAMD00500534","","","","Japan","SAMD00500534","AMRRC, NIID","DRX374898"
"657064147ece940e86309037","SAMD00500590",34.686311,135.51971,25,7,2019,"","DRS297088","","Human","","Osaka","2019-07-25","","DRR389094","","PRJDB10842","SAMD00500590","gastrointestinal fluid","DRR389094","","Japan","SAMD00500590","AMRRC, NIID","DRX374954"
"657064147ece945d96309038","SAMD00500708",34.690972,135.183318,4,6,2019,"","DRS300314","","Human","","Hyogo","2019-06-04","","DRR389212","","PRJDB10842","SAMD00500708","sputum","DRR389212","","Japan","SAMD00500708","AMRRC, NIID","DRX375072"
"6483369681b14900123175df","SAMD00500744",34.690972,135.183318,15,1,2020,"","DRS300348","","Human","","Hyogo","2020-01-15","","DRR389248","","PRJDB10842","SAMD00500744","","","","Japan","SAMD00500744","AMRRC, NIID","DRX375108"
"657064147ece9403cf30903a","SAMD00500877",34.690972,135.183318,21,1,2020,"","DRS300473","","Human","","Hyogo","2020-01-21","","DRR389381","","PRJDB10842","SAMD00500877","urine","DRR389381","","Japan","SAMD00500877","AMRRC, NIID","DRX375241"
"657064147ece94171330903b","SAMD00500922",34.690972,135.183318,3,12,2019,"","DRS300516","","Human","","Hyogo","2019-12-03","","DRR389426","","PRJDB10842","SAMD00500922","pus","DRR389426","","Japan","SAMD00500922","AMRRC, NIID","DRX375286"
"657064147ece94162630903c","SAMD00500985",34.685311,135.832908,15,10,2019,"","DRS300578","","Human","","Nara","2019-10-15","","DRR389489","","PRJDB10842","SAMD00500985","urine from indwelling catheter","DRR389489","","Japan","SAMD00500985","AMRRC, NIID","DRX375349"
"6483369681b14900123175fb","SAMD00501158",34.661559,133.934557,30,7,2019,"","DRS300747","","Human","","Okayama","2019-07-30","","DRR389662","","PRJDB10842","SAMD00501158","","","","Japan","SAMD00501158","AMRRC, NIID","DRX375522"
"657064147ece94d0c830903e","SAMD00501330",34.661559,133.934557,4,8,2019,"","DRS300916","","Human","","Okayama","2019-08-04","","DRR389834","","PRJDB10842","SAMD00501330","urine","DRR389834","","Japan","SAMD00501330","AMRRC, NIID","DRX375694"
"657064147ece940d0430903f","SAMD00501341",34.661559,133.934557,19,9,2019,"","DRS300927","","Human","","Okayama","2019-09-19","","DRR389845","","PRJDB10842","SAMD00501341","catheter insertion site","DRR389845","","Japan","SAMD00501341","AMRRC, NIID","DRX375705"
"657064147ece942805309040","SAMD00501366",34.396563,132.459628,28,9,2019,"","DRS300950","","Human","","Hiroshima","2019-09-28","","DRR389870","","PRJDB10842","SAMD00501366","arterial blood","DRR389870","","Japan","SAMD00501366","AMRRC, NIID","DRX375730"
"657064147ece947758309041","SAMD00501378",34.396563,132.459628,11,1,2020,"","DRS300962","","Human","","Hiroshima","2020-01-11","","DRR389882","","PRJDB10842","SAMD00501378","bile","DRR389882","","Japan","SAMD00501378","AMRRC, NIID","DRX375742"
"657064147ece944132309042","SAMD00501426",34.396563,132.459628,26,11,2019,"","DRS301010","","Human","","Hiroshima","2019-11-26","","DRR389930","","PRJDB10842","SAMD00501426","stool","DRR389930","","Japan","SAMD00501426","AMRRC, NIID","DRX375790"
"657064147ece9485f3309043","SAMD00501569",34.065814,134.55925,29,9,2019,"","DRS301150","","Human","","Tokushima","2019-09-29","","DRR390073","","PRJDB10842","SAMD00501569","sputum","DRR390073","","Japan","SAMD00501569","AMRRC, NIID","DRX375933"
"657064147ece94a195309044","SAMD00501807",33.841658,132.76566,15,1,2020,"","DRS301385","","Human","","Ehime","2020-01-15","","DRR390311","","PRJDB10842","SAMD00501807","bile","DRR390311","","Japan","SAMD00501807","AMRRC, NIID","DRX376171"
"6483369681b1490012317611","SAMD00501820",33.841658,132.76566,3,6,2020,"","DRS301398","","Human","","Ehime","2020-06-03","","DRR390324","","PRJDB10842","SAMD00501820","","","","Japan","SAMD00501820","AMRRC, NIID","DRX376184"
"6483369681b1490012317613","SAMD00501821",33.841658,132.76566,4,6,2020,"","DRS301399","","Human","","Ehime","2020-06-04","","DRR390325","","PRJDB10842","SAMD00501821","","","","Japan","SAMD00501821","AMRRC, NIID","DRX376185"
"657064147ece944dd6309047","SAMD00501822",33.841658,132.76566,5,6,2020,"","DRS301400","","Human","","Ehime","2020-06-05","","DRR390326","","PRJDB10842","SAMD00501822","venous blood","DRR390326","","Japan","SAMD00501822","AMRRC, NIID","DRX376186"
"657064147ece942699309048","SAMD00502023",33.606314,130.418029,5,12,2019,"","DRS301591","","Human","","Fukuoka","2019-12-05","","DRR390527","","PRJDB10842","SAMD00502023","sputum","DRR390527","","Japan","SAMD00502023","AMRRC, NIID","DRX376387"
"657064147ece945476309049","SAMD00502034",33.606314,130.418029,25,6,2019,"","DRS301600","","Human","","Fukuoka","2019-06-25","","DRR390538","","PRJDB10842","SAMD00502034","stool","DRR390538","","Japan","SAMD00502034","AMRRC, NIID","DRX376398"
"657064147ece94afc030904a","SAMD00502121",33.606314,130.418029,8,8,2019,"","DRS301672","","Human","","Fukuoka","2019-08-08","","DRR390625","","PRJDB10842","SAMD00502121","sputum","DRR390625","","Japan","SAMD00502121","AMRRC, NIID","DRX376485"
"657064147ece94408c30904b","SAMD00502134",33.606314,130.418029,9,9,2019,"","DRS301685","","Human","","Fukuoka","2019-09-09","","DRR390638","","PRJDB10842","SAMD00502134","skin","DRR390638","","Japan","SAMD00502134","AMRRC, NIID","DRX376498"
"657064147ece944ac930904c","SAMD00502380",31.560183,130.557968,19,9,2019,"","DRS301918","","Human","","Kagoshima","2019-09-19","","DRR390884","","PRJDB10842","SAMD00502380","sputum","DRR390884","","Japan","SAMD00502380","AMRRC, NIID","DRX376744"
"657064147ece9409c630914c","SAMEA10147304","","","","","","","ERS7803806","","","","","","","ERR10358317","","PRJEB37378","18d11a48-1a24-11ec-b1c8-fa163eac3af7","","ERR10358317","","","SAMEA10147304","","ERX9890433"
"658026685b0def1581898c8a","SAMEA10147328","","","","","","","ERS7803830","","","","","","","ERR10358434","","PRJEB37378","17beaf9e-1a24-11ec-b1c8-fa163eac3af7","","ERR10358434","","","SAMEA10147328","","ERX9890550"
"658026685b0def610e898c8f","SAMEA10147338","","","","","","","ERS7803840","","","","","","","ERR10358461","","PRJEB37378","17dc68ea-1a24-11ec-b1c8-fa163eac3af7","","ERR10358461","","","SAMEA10147338","","ERX9890577"
"657064147ece94bb5730917a","SAMEA10147343","","","","","","","ERS7803844","","","","","","","ERR10358467","","PRJEB37378","17e3e05c-1a24-11ec-b1c8-fa163eac3af7","","ERR10358467","","","SAMEA10147343","","ERX9890583"
"658026685b0def170b898c91","SAMEA10147344","","","","","","","ERS7803846","","","","","","","ERR10358479","","PRJEB37378","17f13784-1a24-11ec-b1c8-fa163eac3af7","","ERR10358479","","","SAMEA10147344","","ERX9890595"
